elapsed_seconds,heart_rate_bpm,speed_kmh,distance_m
2760,116.0,1.1,2683.26
2761,117.0,1.1,2683.26
2762,117.0,1.1,2683.26
2763,117.0,1.1,2683.26
2764,116.0,1.1,2683.26
2765,116.0,0.9,2684.38
2766,115.0,0.9,2684.38
2767,114.0,0.8,2685.51
2768,114.0,0.8,2685.51
2769,113.0,0.8,2685.51
2770,113.0,0.8,2685.51
2771,112.0,0.6,2687.53
2772,113.0,0.6,2687.53
2773,114.0,0.5,2689.32
2774,117.0,0.5,2689.32
2775,119.0,0.4,2690.65
2776,120.0,0.4,2690.65
2777,120.0,0.5,2692.17
2778,121.0,0.5,2692.17
2779,121.0,1.3,2694.43
2780,120.0,1.8,2694.43
2781,120.0,1.8,2694.43
2782,119.0,2.7,2698.23
2783,119.0,3.3,2698.23
2784,119.0,3.3,2698.23
2785,119.0,2.8,2700.31
2786,118.0,2.4,2700.31
2787,118.0,2.4,2700.31
2788,117.0,2.2,2705.34
2789,117.0,2.6,2707.38
2790,116.0,2.8,2707.38
2791,116.0,3.1,2710.37
2792,115.0,3.1,2710.37
2793,115.0,3.2,2712.65
2794,114.0,3.3,2712.65
2795,113.0,3.4,2715.32
2796,113.0,3.5,2715.32
2797,112.0,3.5,2715.32
2798,112.0,3.1,2718.0
2799,112.0,3.0,2719.81
2800,111.0,3.0,2719.81
2801,111.0,2.8,2721.22
2802,111.0,2.7,2722.87
2803,111.0,2.8,2724.26
2804,111.0,3.0,2726.3
2805,111.0,3.1,2727.84
2806,112.0,3.2,2727.84
2807,112.0,3.2,2727.84
2808,112.0,3.1,2732.1
2809,112.0,3.1,2734.11
2810,113.0,3.1,2734.11
2811,113.0,3.7,2740.34
2812,113.0,3.9,2742.8
2813,113.0,4.1,2746.09
2814,113.0,4.2,2748.13
2815,113.0,4.3,2748.13
2816,113.0,4.0,2751.35
2817,113.0,3.9,2751.35
2818,113.0,4.0,2756.09
2819,114.0,4.1,2756.09
2820,115.0,3.6,2761.92
2821,115.0,3.6,2761.92
2822,115.0,3.2,2763.69
2823,115.0,2.9,2763.69
2824,115.0,3.2,2769.47
2825,114.0,3.4,2769.47
2826,114.0,3.3,2771.84
2827,114.0,3.6,2773.79
2828,113.0,3.6,2774.94
2829,113.0,3.8,2776.99
2830,113.0,3.6,2779.04
2831,112.0,3.4,2779.04
2832,112.0,3.4,2779.04
2833,112.0,2.8,2780.63
2834,112.0,2.8,2780.63
2835,113.0,2.8,2780.63
2836,113.0,2.8,2782.44
2837,113.0,2.8,2782.44
